Company ID;Company Name;Industry (ICB);Region;Year;PE Firm;PE/VC;URL of the Transaction;Description
43159;Titan Petrochemicals Group Limited;Energy Transportation;China;2007;Warburg Pincus;;https://www.reuters.com/article/warburg-titan-idUSL4E8IK2D020120720;Titan Petrochemicals is a fully-integrated oil logistics and storage service provider. Its oil logistics business includes the sourcing, transportation (through VLCCs and coastal tankers) and downstream distribution of oil and oil products, both into the Asian bunkering market and to downstream Chinese customers. Its storage business provides oil and chemical storage services through the terminals it owns in the three of the most industrialized regions of China's southern and eastern coasts.
28914;Tivisa;;;;;;;
40163;Tivit;IT Consulting and Outsourcing;Brazil;2010;Apax;;https://www.apax.com/partnerships/tivit/;Provider of integrated business process and information technology management services intended to support the digital evolution in businesses. The company specializes in digital business, cloud services, digital payments infrastructure and application solutions and technology platforms, helping clients to get high availability, information security, evolve their business and get flexibility and robustness to their business operations.
25614;Tivoli Audio, LLC;Electronics;United States;2015;Serruya Private Equity;;https://www.prnewswire.com/news-releases/tivoli-audio-announces-investment-by-serruya-private-equity-to-increase-iconic-brands-global-footprint-300082336.html;Manufacturer and marketer of audio products and other sound reproduction equipment. The company's focus lies in the manufacture and marketing of its signature audio products that come in a unique range of colors and furniture grade woods and deliver high fidelity sound performance, enabling consumers to avail beautifully designed, simple-to-use, high-quality products at a fair price.
7161;TIW / CESKY;Other Commercial Products;United States;2016;Dril-Quip;;https://www.tiwoiltools.com/about.html;Developer of oil & gas drilling technology. The company offers a range of custom-engineered drilling and completion equipment for the global oil & gas industry, including line-hanger systems, expandable liner systems, completion packers, safety and Kelly valves, window-cutting products and specialized service tools.
51560;TK Insurance;;;;;;;
40087;TK TIRE;;;;;;;
12414;TL Ventures V;;;;;;;
8680;TLC/TLC Vision;Health Care Services;United States;2010;H.I.G. Capital ;;https://higcapital.com/portfolio/company/103;TLC Vision is an eye care services company, providing eye doctors with the tools and technologies needed to deliver high-quality patient care. Through its centers' management, technology access service models, extensive optometric relationships, direct-to-consumer advertising and managed care contracting strength, TLC Vision maintains leading positions in Refractive, Cataract and Eye Care markets.
31968;TLD;Machinery (B2B);France;2006;Axa Private Equity;;https://www.privateequityinternational.com/axa-private-equity-to-take-tld-group-private/;Operator of a leading industrial group intended to provide ground support equipment for the aviation sector. The company's ground support equipment include aircraft jet starters, air conditioners, aircraft tractors and loaders and ground power units enabling to serve the requirements of airlines, airports, cargo airlines, ground handlers and military organizations.
47059;TLG/ Thorn Lighting;Electrical Equipment;UK;1998;Terra Firma Capital Partners;;https://www.terrafirma.com/portfolio/thorn/;Manufacturer and supplier of both outdoor and indoor luminaires and integrated controls in the United Kingdom. The company offers outdoor lighting, punch lighting, indoor lighting, controls and emergency lighting, downlights and other related products, helping municipalities to improve safety and wellbeing through connectivity and intelligence.
14064;Travelodge & Little Chef;Hotels and Resorts;UK;2006;Dubai International Capital;;https://www.travelodge.co.uk/press-centre/press-releases/DUBAI-INTERNATIONAL-CAPITAL-COMPLETES-ACQUISITION-TRAVELODGE;Operator of a hotel chain headquartered in Thame, United Kingdom. The company's rooms feature king-sized beds fitted with spring pockets each and its walls are decorated using a color palette designed to lower the metabolism.
43929;TLP Energy;Energy Exploration;United States;2011;Trilantic North America;;https://www.trilanticnorthamerica.com/portfolio/tlp-energy;TLP Energy LLC is an Oklahoma City-based exploration and production company focused on the acquisition and development of oil and liquids-rich gas resources in Western Oklahoma and the Texas panhandle.
12217;TLV Ventures LP;;;;;;;
28921;TMA ;Business Services;Spain;2001;Corpfin Capital;;https://www.corpfincapital.com/en/investments/tma/;The TMA Group comprises a group of companies that provide collection, transport, sorting and waste treatment, industrial processes and urban cleaning, landscaping and civil works in general. At the time of its divestment in the background, the company had over 500 employees.
6900;TMD FRICTION;Industrial Supplies and Parts;Germany;2009;Pamplona Capital Management - Private Equity;;https://mergr.com/pamplona-capital-management---private-equity-acquires-tmd-friction-holdings;Manufacturer of brake friction materials for automotive and industrial applications. The company manufactures disc brake pads and drum brake linings for passenger cars and commercial vehicles, together with brake pads for racing cars and friction materials for industrial and rail applications. It is also a supplier to the global aftermarket with its Textar, Pagid, Mintex, Don, Cobreq and Cosid brands.
28661;TMF;Accounting/ Auditing;Netherlands;2017;CVC Capital Partners;;https://www.ft.com/content/3f42e303-40df-4589-86e6-84d1642c06ef;Provider of corporate compliance, accounting and other professional services intended to offer specialized administrative support. The company offers its services using a robust risk management framework, business continuity measures and other compliance programs to maintain their quality of service, enabling clients to expand and operate both within and beyond their home markets.
25640;TMFS Holdings, LLC;Other Financial Services;United States;2011;Warburg Pincus;;https://www.prnewswire.com/news-releases/the-mutual-fund-store-announces-investment-by-warburg-pincus-126418773.html;Provider of investment advisory services. The company provides personalized investment advice, asset management, mutual funds, investment research, investment management and individual retirement account services.
51322;TMG Health;BPO/ Outsource Service;United States;2002;NewSpring Capital;;https://mergr.com/newspring-capital-invests-in-tmg-health;Provider of business process outsourcing intended for medical advantage, part D, and managed Medicaid plans. The company offers enrollment, claims processing, encounters reporting, medical management, member and provider call center, data management, premium billing, print fulfillment, and other related services.
27523;TMI;Distributors/Wholesale;France;2016;UI Gestion SA;;https://mergr.com/ui-gestion-sa-acquires-tmi-control-plus;Distributor of electronic equipment and provider of refurbishment services intended for the surface-mount technology (SMT) assembly industry. The company offers new and refurbished equipment, machines and parts as well as provides equipment dismantling, clamping, loading, unloading and alignment services, enabling clients to meet their production line needs.
2921;TMP Worldwide;Human Capital Services;Singapore;2022;New Mountain Capital;;https://www.prnewswire.com/in/news-releases/radancy-announces-strategic-investment-from-new-mountain-capital-864207398.html;Owner and operator of a recruitment advertising agency. The company offers brand activation services like employer brand management, employee value proposition, digital footprint, web development, print advertising, job boards, event marketing, collateral materials and mobile tools.
20717;TMP Directional Marketing (6);Media and Information Services;United States;2005;Audax Private Equity;;https://www.audaxprivateequity.com/portfolio/tmp-directional-marketing;Provider of online search and marketing services to advertisers in North America, Europe and the Asia Pacific Rim. The company helps the clients in searching, shopping and buying activities through print directories, online and search engines and focuses on consumer behavior and product or service usage to construct advertising programs that deliver customers to the point of sale.
9973;TNP Enterprises, Inc.;Utilities;United States;2000;Laurel Hill Capital Partners;;https://mergr.com/laurel-hill-capital-partners-acquires-tnp-enterprises;TNP Enterprises, Inc. is a provider of community based electric service to 85 cities and more than 252,000 customers in Texas and New Mexico.
3115;TNS/ Telecom Nescom Systemhaus;Communications;Austria;2001;HANNOVER Finanz Group;;https://www.mpcf.net/deals/hannoverfinanz-acquired-telecom-nescom-systemhaus/;TNS is a service provider and solution provider for all aspects of the use of mobile communication, data technology and mobile devices. TNS was founded in 2007 and is based in Wien, Austria.
40186;Tnuva;Food Products;Israel;2008;Apax;;https://www.apax.com/partnerships/tnuva-food-industries/;Producer and distributor of dairy products intended to provide all kinds of dairy products at an affordable rate. The company is involved in the production and distribution of fresh and frozen food items such as yogurts, cottage, and soft cheese, soy products, and butter, enabling customers to get their favorite dairy products at an affordable rate.
4864;Tobler;Distribution;Switzerland;2000;Capvis AG;;https://www.capvis.com/en/investments.html;Distributor of building products and services to individuals and businesses. The company offers a variety of heating, ventilation, and sanitary products, along with related installation services.
13023;Toe Hold 1;;;;;;;
13039;Toe Hold 1;;;;;;;
13061;Toe Hold 1;;;;;;;
13097;Toe Hold 1;;;;;;;
13139;Toe Hold 1;;;;;;;
13172;Toe Hold 1;;;;;;;
13212;Toe Hold 1;;;;;;;
13062;Toe Hold 10;;;;;;;
13098;Toe Hold 10;;;;;;;
13173;Toe Hold 10;;;;;;;
13063;Toe Hold 11;;;;;;;
13099;Toe Hold 11;;;;;;;
13064;Toe Hold 12;;;;;;;
13100;Toe Hold 12;;;;;;;
13175;Toe Hold 12;;;;;;;
13101;Toe Hold 13;;;;;;;
13176;Toe Hold 13;;;;;;;
13102;Toe Hold 14;;;;;;;
13177;Toe Hold 14;;;;;;;
13103;Toe Hold 15;;;;;;;
13178;Toe Hold 15;;;;;;;
13104;Toe Hold 16;;;;;;;
13179;Toe Hold 16;;;;;;;
13105;Toe Hold 17;;;;;;;
13180;Toe Hold 17;;;;;;;
13181;Toe Hold 18;;;;;;;
13182;Toe Hold 19;;;;;;;
13024;Toe Hold 2;;;;;;;
13040;Toe Hold 2;;;;;;;
13065;Toe Hold 2;;;;;;;
13107;Toe Hold 2;;;;;;;
13140;Toe Hold 2;;;;;;;
13183;Toe Hold 2;;;;;;;
13213;Toe Hold 2;;;;;;;
13184;Toe Hold 20;;;;;;;
13136;Toe Hold 21 (Triton Media);;;;;;;
13186;Toe Hold 22;;;;;;;
13187;Toe Hold 23;;;;;;;
13025;Toe Hold 3;;;;;;;
13041;Toe Hold 3;;;;;;;
13066;Toe Hold 3;;;;;;;
13108;Toe Hold 3;;;;;;;
13141;Toe Hold 3;;;;;;;
13188;Toe Hold 3;;;;;;;
13214;Toe Hold 3;;;;;;;
13042;Toe Hold 4;;;;;;;
13067;Toe Hold 4;;;;;;;
13109;Toe Hold 4;;;;;;;
13142;Toe Hold 4;;;;;;;
13189;Toe Hold 4;;;;;;;
13215;Toe Hold 4;;;;;;;
13043;Toe Hold 5;;;;;;;
13068;Toe Hold 5;;;;;;;
13110;Toe Hold 5;;;;;;;
13143;Toe Hold 5;;;;;;;
13216;Toe Hold 5;;;;;;;
13044;Toe Hold 6;;;;;;;
13069;Toe Hold 6;;;;;;;
13111;Toe Hold 6;;;;;;;
13144;Toe Hold 6;;;;;;;
13191;Toe Hold 6;;;;;;;
13217;Toe Hold 6;;;;;;;
13070;Toe Hold 7;;;;;;;
13112;Toe Hold 7;;;;;;;
13145;Toe Hold 7;;;;;;;
13192;Toe Hold 7;;;;;;;
13071;Toe Hold 8;;;;;;;
13113;Toe Hold 8;;;;;;;
13146;Toe Hold 8;;;;;;;
13193;Toe Hold 8;;;;;;;
13072;Toe Hold 9;;;;;;;
13114;Toe Hold 9;;;;;;;
13194;Toe Hold 9;;;;;;;
3509;Toe Holds (12 Realized);;;;;;;
3494;Toe Holds (51 Total);;;;;;;
28047;TOEB;;;;;;;
40759;Toehold;;;;;;;
43951;Toeholds;;;;;;;
43937;Toeholds;;;;;;;
44019;Toeholds < USD 20 Million;;;;;;;
44061;Toeholds < USD 20 Million;;;;;;;
44063;Toeholds > 50 Million;;;;;;;
44020;Toeholds > USD 20 Million;;;;;;;
44062;Toeholds > USD 20 Million and < 50 Million;;;;;;;
41032;TOFS;Department Stores;UK;2007;Duke Street Capital;;https://www.dukestreet.com/our-portfolio/the-original-factory-shop.html;Operator of a chain of retail stores serving customers across the United Kingdom. The company specializes in operating various online and offline stores that offer a wide range of products across clothing, sportswear, footwear, electrical and household goods, gardening, toys and beauty products., enabling customers to receive products at an affordable price.
14054;Together For Leather;Specialty Chemicals;Germany;2013;Black Diamond Capital Partners;;https://www.tfl.com/en/about-tfl/history/2013-2015/tfl-ownership-changed-to-black-diamond-l.l.c.jsp;Manufacturer of specialty chemicals intended to cater to the leather industry. The company's products include tanning agents and dyestuffs used to create leather, enabling the customers and their business partners to get access to tailor-made services for the whole leather manufacturing process, from beam house to finish.
23718;Tognum;Industrial Supplies and Parts;Germany;2006;EQT;;https://eqtgroup.com/current-portfolio/tognum-group;Tognum is the largest global supplier of diesel engines for off-highway applications combining high power and speed. Application areas include marine, power generation, defense and industrial.
13786;Tohato;Food Products;Japan;2003;Unison Capital, Inc.;;https://www.unisoncap.com/en/investments/;"Producer and seller of confectionery products. The company produces, markets and sells confectionery items under brands, such as ""Caramel Corn"", ""All Raisins"" and ""Harvest"", in the snack food and biscuits sector in Japan."
51002;Tokachi Co.;Food Products;Japan;2013;J-Star;;https://www.privateequityinternational.com/j-star-exits-japanese-candy-maker2/;Producer of Japanese confectionery products. The company sells sweet seasonal sweets, black bean products, fresh pans, and sweet sushi.
51015;TOKAI TRIM Holdings.;Automotive;Japan;2013;J-Star;;https://www.j-star.co.jp/en/archives/news/1687;Manufacturer and distributor of seat covers in Japan. The company's products include tire covers, seat covers and truck canvas sheets and other canvasing products for four-wheeled cars, trucks and motorcycles.
2391;Tokheim Corporation;Oil & Gas Equipment;France;2018; Motion Equity Partners;;https://www.motionequitypartners.com/en/reussites/tokheim/;Manufacturer and servicer of fuel dispensing products. The company offers fuel dispensers and pumps, retail automation systems, payment terminals, media devices, replacement parts and upgrade kits and a full range of support services, including service station construction and maintenance.
42893;Tokmanni;Department Stores;Finland;2012;Nordic Capital;;https://www.nordiccapital.com/portfolio-cases/investments/tokmanni/;Tokmanni Group Corp is a general discount retailer in Finland with almost 200 stores across the country, as well as an online store. The company offers its customers an extensive and attractive product selection, low prices, pleasant and inspiring shopping experience in all of its sales channels. It has a wide range of low-priced products for home renovation and cleaning, dressing, and leisure, as well as interior decoration and gardening. Its product selection consists of international brands, the company's private label products, and non-branded products.
50143;Tokyo Servicer;;;;;;;
52204;Tokyo Star Bank;Regional Banks;Japan;2008;Advantage Partners;;https://www.advantagepartners.com/en/portfolio/東京スター銀行/;Provider of retail banking services. The company offers banking and financial services to customers in Japan. It also offers MasterCard and Debt Cards.
22994;Tolerans;Industrial Supplies and Parts;Sweden;2006;Litorina Capital Advisors;;https://mergr.com/litorina-capital-advisors-exits-tolerans-ab;Manufacturer of in-line stitching systems for the newspaper and commercial printing industries. The company designs and manufactures an array of systems and components for the newspaper and booklet- printing industries, including shaftless cylinder and ribbon stichers, compact in-line ribbon stitching systems, and related slitting systems for cutting printed products.
22086;Tom Cobleigh;Restaurant and Bars;UK;1992;Blackstreet Capital Management LLC;;;Operator of independent pub restaurants and bars based in Nottinghamshire, United Kingdom. The company's pubs are purpose-built, larger, out-of-town properties, designed to have wide consumer appeal, offer good value for money and wholesome food in comfortable surroundings, thereby enabling customers with good quality, reasonably priced food.
718;TOM TAILOR - 2nd LBO;Clothes;Germany;2005;Alpha Group;;https://www.alphape.com/portfolio/65/TOM-TAILOR;Tom Tailor is a manufacturer and retailer of German sportswear fashion. It generates over half of its sales in Germany, and is present in 80 countries. Tom Tailor offers collections for men (over half of sales), women, teenagers and children, as well as licensing products, thus covering a broad consumer age range. Tom Tailor’s business model breaks down into a traditional wholesale business and a more recent and very fast growing retail segment.
559;Tommy Hilfiger China/Karl Lagerfeld;Clothing;Netherlands;2005;Sandbridge Capital LLC;;https://www.sandbridgecap.com/news/karl-g-iii-sign-deal-to-expand-lagerfeld-line;Karl Lagerfeld is a luxury fashion brand that has collaborated on a variety of high-profile fashion and art-related projects, most notably as head designer and creative director for Chanel. Karl Lagerfeld is based in Amsterdam, Netherlands.
52144;Tommy Nordbergh;Logistics;Sweden;2012;Accent Equity Partner;;https://www.livingstonepartners.com/en-us/transactions/livingstone-advises-tommy-nordbergh-akeri-on-its-sale-to-accent-equity/;Provider of transport and logistics services throughout the entire logistics sector. The company offers a wide range of logistics services such as transportation, warehousing and distribution from local distribution to long-distance traffic with terminals and warehouses all around Sweden.
25252;Tompkins Associates;Logistics;United States;;Current Capital Partners LLC;;https://www.globenewswire.com/news-release/2012/12/04/509400/23824/en/Current-Capital-Announces-Extension-of-Portfolio-Company-Management-Assignment-for-Leading-Supply-Chain-Solutions-Company-Tompkins.html;Provider of supply chain consulting services intended to maximize supply chain performance and value creation. The company designs and integrates global end-to-end supply chain services including distribution operations consulting, technology implementation, material handling integration for companies, enabling them to be more profitable and valuable.
7985;Tomsed;;;;Brynwood Partners;;https://www.brynwoodpartners.com/news-article/18/TOMSED-Corporation-announces-merger-with-The-Royal-Boon-Edam-Group;Maker of vehicle barrier systems. The company offers services such as vehicle access control systems, vehicle access barriers and other products used to keep vehicles away from high-risk buildings.
43989;Tong Yang Life;Insurance Company;South Korea;2006;VIG Partners;;https://mergr.com/vig-partners-acquires-tong-yang-life-insurance;Tong Yang Life Insurance (TYLI) is an insurance company based in Seoul, South Korea. Established in 1989, the company offers insurance products and engages in the asset management business. It also provides pension products. The company's insurance products include life insurance, death insurance, life, and death mixed insurance, group life insurance, whole life insurance, term insurance, critical illness (CI) insurance, sickness insurance, and accident insurance, as well as savings insurance, pension insurance, and retirement insurance. It also provides loan services. The assets of the company are managed by the executive management team.
5271;Tony Roma's;Restaurant and Bars;United States;1998;Sentinel Capital Partners;;https://www.sentinelpartners.com/int_news.asp?pageID=11;Operator of a chain of casual dining restaurants. The company offers ribs and sauces, soups and salads, grilled steaks, chicken, seafood, starters, sandwiches, and burgers and offers customers side items and desserts to have with their meal.
7841;Toolex Alpha/ Pheenix Alpha;Machinery (B2B);Sweden;;;;;Manufacturer of optical disc equipment. The company manufactures and supplies equipment and machines used for manufacturing optical discs.
817;Top Leisure;;;;;;;
50160;Top Right Group;Media and Information Services;UK;2007;Apax;;https://www.ascential.com/press/top-right-group-rebrands-ascential;Ascential is an international business-to-business media company with a focused portfolio of events and information services products. In Exhibitions & Festivals, It organized a large scale exhibition, congresses, and festivals where customers come together to form business relationships and transact. Ascential was founded in 2016 and is headquartered in London, the United Kingdom.
51058;Top Shop;Clothing;Israel;2012;Leonard Green & Partners;;https://www.spglobal.com/marketintelligence/en/news-insights/trending/XxNmnXECKhzLkCfNDFJOpw2;Topshop is a fast-fashion branded apparel retailer based in England with a growing presence in the United States and other international markets.
22133;Toplis;Other Commercial Services;Phillipines;2011;Bureau Veritas;;;Provider of cargo inspection services. The company engages in offering cargo inspections and testing services for petroleum products, ores, oil, minerals and coal in Manila, Phillippines.
7926;Toplog;Application Software;Canada;;;;;Operator of an online platform designed to provide log data analysis information. The company's online platform offers cloud-based log management tool and an interactive user interface which predicts issues in any application, enabling clients to find the problem in real time so that they can take immediate action.
31636;Tops Markets;Department Stores;United States;2011;Graycliff Partners;;https://www.supermarketnews.com/retail-amp-financial/tops-markets-sold-group-executives;"Operator of departmental stores headquartered in Williamsville, New York. The company provides consumer products such as bakery products, seafood, dairy, bakery, and consumer durable items. The company support programs seek to eradicate hunger and disease; promote the education of youth; and ensure the reduce environmental waste and energy consumption while providing customers with sustainably sourced, high-quality products."
7900;Torin;Manufacturing;;;;;;Torin Ltd. was founded in 1919. The Company's line of business includes the manufacturing of refrigeration and heating equipment.
43160;Tornier N.V.;Medical Supplies;France;;Warburg Pincus;;https://invivo.pharmaintelligence.informa.com/Deals/200610233;Tornier N.V. (Tornier) is a global medical device company focused on surgeons that treat musculoskeletal injuries and disorders of the shoulder, elbow, wrist, hand, ankle and foot. Tornier refers to these surgeons as extremity specialists. The Company sells to this extremity specialist customer base a broad line of joint replacement, trauma, sportsmedicine and biologic products to treat extremity joints. In certain international markets, it also offers joint replacement products for the hip and knee.
8101;Tornos;Industrial Supplies and Parts;Switzerland;1999;DH Private Equity Partners;;https://mergr.com/dh-private-equity-partners-exits-tornos-s.a.;Tornos Holding AG is engaged in the machinery sector. The company develops, manufactures, markets, sells, and provides services of machines and related spare parts. The group primarily offers a wide range of automatic lathes, bar feeders, and software to meet the needs across a wide range of manufacturing applications. Geographically, the business presences of the group are seen in the regions of Switzerland, Other European countries, the Americas, Asia, and the rest of the world. Revenues generated by the firm are derived from sales of machines, spare parts, and service costs.
47094;Torqeedo GmbH;Machinery (B2B);Germany;2010;Alpina Partners;;https://mergr.com/co-investor-ag-invests-in-torqeedo;Developer and manufacturer of electric propulsion systems designed for leisure and commercial applications. The company combines professional engineering with industrial series production to create fully integrated, standards-compliant electric water-based electromobility ranging from 1 to 80 hp integrated hybrid drive and energy management, offering inboards, outboards and hybrid drives for ferries and water taxis, work boats, excursion boats for cruise ships, charter and rental business.
3287;Total Complete Write-Offs;;;;;;;
3300;Total Complete Write-Offs;;;;;;;
3310;Total Complete Write-Offs;;;;;;;
8161;Total Complete Write-Offs;;;;;;;
8166;Total Complete Write-Offs;;;;;;;
8177;Total Complete Write-Offs;;;;;;;
7431;Total Complete Write-Offs;;;;;;;
14327;Total Express;Logistics;Brazil;;Grupo Abril;;https://valorinternational.globo.com/business/news/2022/07/12/amazon-buys-stake-in-abrils-logistics-firm-total-express.ghtml;Provider of e-commerce delivery service intended to deliver products in with control, flexibility and agility. The company offers standard and express courier delivery, collect and distribute orders, delivery management, delivery tracking, and other related services, enabling direct sales companies to ensure the traceability and security of orders.
5017;Total Fastighet;Real Estate Services;Sweden;;;;;Provider of real estate services. The company provides firewood, civil engineering, trade in real estate, vehicle trafficking and trafficking in heat related products.
29775;Total Fitness;Leisure Facilities;UK;2015;NorthEdge Capital;;https://northedge.com/our_portfolio/totalfitness/;Operator of gyms and fitness centers in the United Kingdom. The company operates fitness and leisure clubs that feature fitness equipment, fitness studios, steam rooms and saunas, providing fitness classes, such as circuits, spinning, boot camps, simulation exercises and pole dancing to customers.
44214;Total Home Entertainment;Recreational Goods;UK;2004;3i;;https://www.privateequityinternational.com/3i-invests-28m-in-the/;Distributors of DVD, video, multimedia, music and books. The company offers books, audio, video, multimedia and computer games through retail outlets in the United Kingdom.
5018;Total Logistik;Logistics;Sweden;2000;Litorina Capital Advisors;;https://mergr.com/litorina-capital-advisors-acquires-total-logistik-ab;Provider of third party logistics services. The company offers customers with modern logistics services along the entire supply chain.
51626;Total Military Management;Logistics;United States;2015;Sentinel Capital Partners;;https://www.sentinelpartners.com/int_news.asp?pageID=122;Provider of household relocation services intended to enable the department of defense (DoD) and qualified transportation service providers to better serve the military marketplace. The company utilizes its technology systems, operating infrastructure and a global network of service providers to manage the resource-intensive and administratively complex logistical tasks, allowing them to handle the complexities of procuring military moves and military base transportation procedures.
3285;Total Partly Realized Investments;;;;;;;
3297;Total Partly Realized Investments;;;;;;;
3305;Total Partly Realized Investments;;;;;;;
8159;Total Partly Realized Investments;;;;;;;
8164;Total Partly Realized Investments;;;;;;;
8171;Total Partly Realized Investments;;;;;;;
7429;Total Partly Realized Investments;;;;;;;
28878;Total Quality, Inc.;BPO/ Outsource Service;United States;2008;HCI Equity Partners;;https://www.hciequity.com/acquisition-of-total-quality-inc/;Provider of transportation, warehousing and packaging services in the United States. The company provides security and temperature-controlled transportation services to the pharmaceutical and life science industries. It also provides truckload and less-than-truckload brokerage transportation services and third party logistics services.
3281;Total Realized Investments;;;;;;;
3290;Total Realized Investments;;;;;;;
3301;Total Realized Investments;;;;;;;
8154;Total Realized Investments;;;;;;;
8163;Total Realized Investments;;;;;;;
8167;Total Realized Investments;;;;;;;
7426;Total Realized Investments;;;;;;;
43329;Total Safety US, Inc.;Safety/Security;United States;2017;Littlejohn & Co.;;https://www.prnewswire.com/news-releases/total-safety-announces-majority-investment-by-littlejohn-300422004.html;Total Safety is the world's premier provider of integrated safety and compliance services and the products necessary to support them, including gas detection, respiratory protection, safety training, fire protection, compliance and inspection, comprehensive flare services, industrial hygiene, onsite emergency medical treatment/paramedics, communications systems, engineered systems design, and materials management.
3286;Total Unrealized Investments;;;;;;;
3299;Total Unrealized Investments;;;;;;;
3309;Total Unrealized Investments;;;;;;;
8160;Total Unrealized Investments;;;;;;;
8165;Total Unrealized Investments;;;;;;;
8175;Total Unrealized Investments;;;;;;;
7430;Total Unrealized Investments;;;;;;;
51606;Total Woman;Leisure Facilities;United States;2007;RLH Equity Partners;;https://www.rlhequity.com/rlh-equity-partners-portfolio-company-total-woman-acquired-town-sports-international/;Operator of a chain of women fitness centres intended to promote women fitness and well being. The company's women fitness centres offer personal training, skin and body care and wellness education along with spas, sauna and whirlpool, enabling women across all ages to stay healthy and active.
29192;Totality;Business/Productivity Software;United States;2001;Baker Capital;;http://bakercapital.com/press/pdf/08-02-05-mci.pdf;Provider of application and infrastructure management services for large-scale e-commerce sites requiring mass customization. The company delivers Guaranteed Business Outcomes (GBOs) through line-of business focused Service Level Agreements that provide customers with good performance and business process visibility.
22981;TotalLog;;;;;;;
9642;Totes/ Isotoner;Accessoires;United States;2014;Freeman Spogli & Co.;;https://www.freemanspogli.com/portfolio/totesisotoner;Totes Isotoner Corp. is a designer, wholesaler, distributor and retailer of branded accessories for the cold and wet weather markets. Product lines include umbrellas, accessories, gloves, slippers, and sunglasses under a number of brands such as totes, Isotoner, and Aris.
46540;Touchstar;Business/Productivity Software;United States;2018;PDI Software;;https://pditechnologies.com/archive/pdi-acquires-touchstar-group/;Developer of logistics and workforce automation software and systems. The company's SaaS integrated mobility software and systems simplify the management of fleets, workforce and mobile enterprises by providing insight on driver behavior, vehicle operations, usage and fuel consumption, calculating an accurate planned arrival time, connecting field services to back office, maintaining compliance, eliminating paper processes and integrating data transfer, enabling clients to streamline their fleet management operations.
41249;Tourneau;Specialty Retail;United States;2006;Leonard Green & Partners;;https://www.leonardgreen.com/bucherer-announces-acquisition-of-tourneau-llc/;Operator of retail stores intended to retail watches and jewelry. The company's retail stores expertise as the preeminent purveyor of fine watches enabling customers with extensive selection of new and Certified Pre-Owned watches as well as expert service and repair facilities.
23317;Tower Automotive/ Tower International;Industrial Supplies and Parts;United States;2007;Cerberus Capital Management;;https://www.fasken.com/en/solution/clientwork/2007/07/cerberus-capital-management-completes-us$1-billion-purchase-of-tower-automotive;Tower International Inc is a manufacturer of structural metal components and assemblies used in the automotive industry. The company offers body-structure stampings, frame and other chassis structures, complex welded assemblies, and suspension components for small and large cars, crossovers, pickups, and sport utility vehicles. Tower International supplies its products directly to original equipment manufacturers.
22205;Tower Records;Specialty Retail;Japan;2003;CVC Capital Partners;;https://mergr.com/cvc-capital-partners-invests-in-tower-records-japan;Operator of music and book stores. The company offers music software at Tower Records online, video software, books, magazine and miscellaneous goods.
40114;TOWERGATE;Insurance Company;UK;2011;Advent International;;https://www.reuters.com/article/idUSL6N0TB3RC20141121;Provider of insurance brokerage services. The company provides services including business insurance, broker underwriting, broker networks, insurance through the mortgage market, electronic marketplace enabling customers from caravan owners to care homes to international corporations to avail the the right insurance to meet their individual needs.
14613;Town & City;Marketing;Poland;1997;Innova Capital;;https://innovacap.com/our-investments/portfolio/town-i-city;A leading outdoor advertising contractor in Poland, Town & City focuses on high quality illuminated outdoor advertising panels in prime locations.
41549;Town Centre Restaurants;Restaurant and Bars;UK;2006;Gresham LLP;;https://mergr.com/gresham-acquires-town-centre-restaurants;Town Centre Restaurants is a privately owned restaurant groups comprised of three main brand Cafe Giardino, Auberge and Azzurro. Town Centre Restaurants was founded in 1992 and is based in Middlesex, United Kingdom.
52076;Towne Park;Other Commercial Services;United States;2014;TA Associates;;https://www.ta.com/about/news/ta-associates-acquires-majority-interest-in-towne-park;Provider of valet parking services intended for hotels, resorts, hospitals and healthcare facilities. The company offers solutions services valet parking, self-parking, door service, bell service and commercial and residential parking services, enabling clients to operate efficiently.
40787;Towona;;;;;;;
45019;TP RE;;;;;;;
12218;TPG Partners;;;;;;;
40851;TR SERVICES;;;;;;;
50974;Trace One;Business/Productivity Software;France;2021;STG Partners LLC (Symphony Technology Group);;https://stgpartners.com/2021/04/28/symphony-technology-group-acquires-trace-one/;Developer of a SaaS-based collaborative platform for private label management. The company's supplier collaboration program enables a retailer to truly engage with their supplier community in a way that drives innovation, speeds up the time to market and ensures both teams are efficient.
476;Tracker Network Plc;Technology Software;UK;2019;CalAmp;;https://www.tracker.co.uk/tracker-hub/news/calamp-continues-global-expansion-uk-and-other-countries-through-strategic-acquisitions;TRACKER Network (UK) Ltd. engages in the field of vehicle tracking and telematics since 1993. With over a million market-leading security systems fitted to vehicles including passenger cars, motorcycles, HGVs, LCVs and plant and construction equipment, TRACKER is still leading the way. Unlike other devices, TRACKER’s unique technology can locate stolen vehicles anywhere, even when they are hidden in the underground, in a garage or shipping container and this is because it is the only tracking solution to combine GSM, VHF, and GPS.
51537;TRACOINSA;Industrial Supplies and Parts;UK;2014;Expert;;https://www.thebusinessdesk.com/westmidlands/news/592161-expert-grows-again-through-acquisition-of-tracoinsa;Manufacturer of material handling systems. The company is involved in distributing trolleys, attachments, conveyor chains, rollers and special components for high heat and corrosive atmospheres.
